Jornada,Fecha,Equipo Local,Goles Local,Goles Visitante,Equipo Visitante,Competicion
Octavos de final (ida),25/2/2015,Bayer Leverkusen,1,0,Atletico de Madrid,Champions League
Octavos de final (ida),25/2/2015,Arsenal,1,3,Monaco,Champions League
Octavos de final (vuelta),10/3/2015,Real Madrid,3,4,Schalke 04,Champions League
Octavos de final (vuelta),10/3/2015,Porto,4,0,Basel,Champions League
Octavos de final (vuelta),11/3/2015,Bayern Munich,7,0,Shakhtar Donetsk,Champions League
Octavos de final (vuelta),11/3/2015,Chelsea,2,2,PSG,Champions League
Octavos de final (vuelta),17/3/2015,Monaco,0,2,Arsenal,Champions League
Octavos de final (vuelta),17/3/2015,Atletico de Madrid,1,0,Bayer Leverkusen,Champions League
Octavos de final (vuelta),18/3/2015,Borussia Dortmund,0,3,Juventus,Champions League
Octavos de final (vuelta),18/3/2015,Barcelona,1,0,Manchester City,Champions League
Cuartos de final (ida),14/4/2015,Atletico de Madrid,0,0,Real Madrid,Champions League
Cuartos de final (ida),14/4/2015,Juventus,1,0,Monaco,Champions League
Cuartos de final (ida),15/4/2015,PSG,1,3,Barcelona,Champions League
Cuartos de final (ida),15/4/2015,Porto,3,1,Bayern Munich,Champions League
Cuartos de final (vuelta),21/4/2015,Bayern Munich,6,1,Porto,Champions League
Cuartos de final (vuelta),21/4/2015,Barcelona,2,0,PSG,Champions League
Cuartos de final (vuelta),22/4/2015,Monaco,0,0,Juventus,Champions League
Cuartos de final (vuelta),22/4/2015,Real Madrid,1,0,Atletico de Madrid,Champions League
Semifinal (ida),5/5/2014,Juventus,2,1,Real Madrid,Champions League
Semifinal (ida),6/5/2014,Barcelona,3,0,Bayern Munich,Champions League
Semifinal (vuelta),12/5/2014,Bayern Munich,3,2,Barcelona,Champions League
Semifinal (vuelta),13/5/2014,Real Madrid,1,1,Juventus,Champions League
Final,6/6/2015,Juventus,1,3,Barcelona,Champions League
Fase de grupos partido 1,15/9/2015,Wolfsburg,1,0,CSKA Moskva,Champions League
Fase de grupos partido 1,15/9/2015,PSV,2,1,Manchester United,Champions League
Fase de grupos partido 1,15/9/2015,PSG,2,0,Malmo,Champions League
Fase de grupos partido 1,15/9/2015,Galatasaray,0,2,Atletico de Madrid,Champions League
Fase de grupos partido 1,15/9/2015,Benfica,2,0,Astana,Champions League
Fase de grupos partido 1,15/9/2015,Manchester City,1,2,Juventus,Champions League
Fase de grupos partido 1,15/9/2015,Sevilla,3,0,Bor. Monchengladbach,Champions League
Fase de grupos partido 1,15/9/2015,Real Madrid,4,0,Shakhtar Donetsk,Champions League
Fase de grupos partido 1,16/9/2015,Valencia,2,3,Zenit,Champions League
Fase de grupos partido 1,16/9/2015,Dinamo Zagreb,2,1,Arsenal,Champions League
Fase de grupos partido 1,16/9/2015,Olympiacos,0,3,Bayern Munich,Champions League
Fase de grupos partido 1,16/9/2015,Dynamo Kyiv,1,1,Porto,Champions League
Fase de grupos partido 1,16/9/2015,Chelsea,2,2,Maccabi Tel Aviv,Champions League
Fase de grupos partido 1,16/9/2015,Gent,4,0,Olympique Lyonnais,Champions League
Fase de grupos partido 1,16/9/2015,Roma,1,1,Barcelona,Champions League
Fase de grupos partido 1,16/9/2015,Bayer Leverkusen,4,1,BATE Borisov,Champions League
Fase de grupos partido 2,29/9/2015,Maccabi Tel Aviv,0,2,Dynamo Kyiv,Champions League
Fase de grupos partido 2,29/9/2015,Bayern Munich,5,0,Dinamo Zagreb,Champions League
Fase de grupos partido 2,29/9/2015,BATE Borisov,3,2,Roma,Champions League
Fase de grupos partido 2,29/9/2015,Barcelona,2,1,Bayer Leverkusen,Champions League
Fase de grupos partido 2,29/9/2015,Porto,2,1,Chelsea,Champions League
Fase de grupos partido 2,29/9/2015,Olympique Lyonnais,0,1,Valencia,Champions League
Fase de grupos partido 2,29/9/2015,Zenit,2,1,Gent,Champions League
Fase de grupos partido 2,29/9/2015,Arsenal,2,3,Olympiacos,Champions League
Fase de grupos partido 2,30/9/2015,Atletico de Madrid,1,2,Benfica,Champions League
Fase de grupos partido 2,30/9/2015,Manchester United,2,1,Wolfsburg,Champions League
Fase de grupos partido 2,30/9/2015,CSKA Moskva,3,2,PSV,Champions League
Fase de grupos partido 2,30/9/2015,Astana,2,2,Galatasaray,Champions League
Fase de grupos partido 2,30/9/2015,Bor. Monchengladbach,1,2,Manchester City,Champions League
Fase de grupos partido 2,30/9/2015,Juventus,2,0,Sevilla,Champions League
Fase de grupos partido 2,30/9/2015,Shakhtar Donetsk,0,3,PSG,Champions League
Fase de grupos partido 2,30/9/2015,Malmo,0,2,Real Madrid,Champions League
Fase de grupos partido 3,20/10/2015,Porto,2,0,Maccabi Tel Aviv,Champions League
Fase de grupos partido 3,20/10/2015,Arsenal,2,0,Bayern Munich,Champions League
Fase de grupos partido 3,20/10/2015,Bayer Leverkusen,4,4,Roma,Champions League
Fase de grupos partido 3,20/10/2015,BATE Borisov,0,2,Barcelona,Champions League
Fase de grupos partido 3,20/10/2015,Zenit,3,1,Olympique Lyonnais,Champions League
Fase de grupos partido 3,20/10/2015,Valencia,2,1,Gent,Champions League
Fase de grupos partido 3,20/10/2015,Dynamo Kyiv,0,0,Chelsea,Champions League
Fase de grupos partido 3,20/10/2015,Dinamo Zagreb,0,1,Olympiacos,Champions League
Fase de grupos partido 3,21/10/2015,Atletico de Madrid,4,0,Astana,Champions League
Fase de grupos partido 3,21/10/2015,Juventus,0,0,Bor. Monchengladbach,Champions League
Fase de grupos partido 3,21/10/2015,Malmo,1,0,Shakhtar Donetsk,Champions League
Fase de grupos partido 3,21/10/2015,PSG,0,0,Real Madrid,Champions League
Fase de grupos partido 3,21/10/2015,CSKA Moskva,1,1,Manchester United,Champions League
Fase de grupos partido 3,21/10/2015,Wolfsburg,2,0,PSV,Champions League
Fase de grupos partido 3,21/10/2015,Galatasaray,2,1,Benfica,Champions League
Fase de grupos partido 3,21/10/2015,Manchester City,2,1,Sevilla,Champions League
Fase de grupos partido 4,3/11/2015,Bor. Monchengladbach,1,1,Juventus,Champions League
Fase de grupos partido 4,3/11/2015,Sevilla,1,3,Manchester City,Champions League
Fase de grupos partido 4,3/11/2015,Benfica,2,1,Galatasaray,Champions League
Fase de grupos partido 4,3/11/2015,Astana,0,0,Atletico de Madrid,Champions League
Fase de grupos partido 4,3/11/2015,PSV,2,0,Wolfsburg,Champions League
Fase de grupos partido 4,3/11/2015,Manchester United,1,0,CSKA Moskva,Champions League
Fase de grupos partido 4,3/11/2015,Real Madrid,1,0,PSG,Champions League
Fase de grupos partido 4,3/11/2015,Shakhtar Donetsk,4,0,Malmo,Champions League
Fase de grupos partido 4,4/11/2015,Barcelona,3,0,BATE Borisov,Champions League
Fase de grupos partido 4,4/11/2015,Roma,3,2,Bayer Leverkusen,Champions League
Fase de grupos partido 4,4/11/2015,Bayern Munich,5,1,Arsenal,Champions League
Fase de grupos partido 4,4/11/2015,Olympiacos,2,1,Dinamo Zagreb,Champions League
Fase de grupos partido 4,4/11/2015,Maccabi Tel Aviv,1,3,Porto,Champions League
Fase de grupos partido 4,4/11/2015,Chelsea,2,1,Dynamo Kyiv,Champions League
Fase de grupos partido 4,4/11/2015,Olympique Lyonnais,0,2,Zenit,Champions League
Fase de grupos partido 4,4/11/2015,Gent,1,0,Valencia,Champions League
Fase de grupos partido 5,24/11/2015,Zenit,2,0,Valencia,Champions League
Fase de grupos partido 5,24/11/2015,BATE Borisov,1,1,Bayer Leverkusen,Champions League
Fase de grupos partido 5,24/11/2015,Barcelona,6,1,Roma,Champions League
Fase de grupos partido 5,24/11/2015,Arsenal,3,0,Dinamo Zagreb,Champions League
Fase de grupos partido 5,24/11/2015,Bayern Munich,4,0,Olympiacos,Champions League
Fase de grupos partido 5,24/11/2015,Porto,0,2,Dynamo Kyiv,Champions League
Fase de grupos partido 5,24/11/2015,Maccabi Tel Aviv,0,4,Chelsea,Champions League
Fase de grupos partido 5,24/11/2015,Olympique Lyonnais,1,2,Gent,Champions League
Fase de grupos partido 5,25/11/2015,Manchester United,0,0,PSV,Champions League
Fase de grupos partido 5,25/11/2015,Malmo,0,5,PSG,Champions League
Fase de grupos partido 5,25/11/2015,Shakhtar Donetsk,3,4,Real Madrid,Champions League
Fase de grupos partido 5,25/11/2015,CSKA Moskva,0,2,Wolfsburg,Champions League
Fase de grupos partido 5,25/11/2015,Bor. Monchengladbach,4,2,Sevilla,Champions League
Fase de grupos partido 5,25/11/2015,Astana,2,2,Benfica,Champions League
Fase de grupos partido 5,25/11/2015,Atletico de Madrid,2,0,Galatasaray,Champions League
Fase de grupos partido 5,25/11/2015,Juventus,1,0,Manchester City,Champions League
Fase de grupos partido 6,8/12/2015,Sevilla,1,0,Juventus,Champions League
Fase de grupos partido 6,8/12/2015,Benfica,1,2,Atletico de Madrid,Champions League
Fase de grupos partido 6,8/12/2015,Galatasaray,1,1,Astana,Champions League
Fase de grupos partido 6,8/12/2015,PSV,2,1,CSKA Moskva,Champions League
Fase de grupos partido 6,8/12/2015,Wolfsburg,3,2,Manchester United,Champions League
Fase de grupos partido 6,8/12/2015,Real Madrid,8,0,Malmo,Champions League
Fase de grupos partido 6,8/12/2015,PSG,2,0,Shakhtar Donetsk,Champions League
Fase de grupos partido 6,8/12/2015,Manchester City,4,2,Bor. Monchengladbach,Champions League
Fase de grupos partido 6,9/12/2015,Gent,2,1,Zenit,Champions League
Fase de grupos partido 6,9/12/2015,Bayer Leverkusen,1,1,Barcelona,Champions League
Fase de grupos partido 6,9/12/2015,Roma,0,0,BATE Borisov,Champions League
Fase de grupos partido 6,9/12/2015,Dinamo Zagreb,0,2,Bayern Munich,Champions League
Fase de grupos partido 6,9/12/2015,Olympiacos,0,3,Arsenal,Champions League
Fase de grupos partido 6,9/12/2015,Dynamo Kyiv,1,0,Maccabi Tel Aviv,Champions League
Fase de grupos partido 6,9/12/2015,Chelsea,2,0,Porto,Champions League
Fase de grupos partido 6,9/12/2015,Valencia,0,2,Olympique Lyonnais,Champions League
Octavos de final (ida),16/2/2016,Benfica,1,0,Zenit,Champions League
Octavos de final (ida),16/2/2016,PSG,2,1,Chelsea,Champions League
Octavos de final (ida),17/2/2016,Gent,2,3,Wolfsburg,Champions League
Octavos de final (ida),17/2/2016,Roma,0,2,Real Madrid,Champions League
Octavos de final (ida),23/2/2016,Arsenal,0,2,Barcelona,Champions League
Octavos de final (ida),23/2/2016,Juventus,2,2,Bayern Munich,Champions League
Octavos de final (ida),24/2/2016,Dynamo Kyiv,1,3,Manchester City,Champions League
Octavos de final (ida),24/2/2016,PSV,0,0,Atletico de Madrid,Champions League
Octavos de final (vuelta),8/3/2016,Real Madrid,2,0,Roma,Champions League
Octavos de final (vuelta),8/3/2016,Wolfsburg,1,0,Gent,Champions League
Octavos de final (vuelta),9/3/2016,Chelsea,1,2,PSG,Champions League
Octavos de final (vuelta),9/3/2016,Zenit,1,2,Benfica,Champions League
Octavos de final (vuelta),15/3/2016,Manchester City,0,0,Dynamo Kyiv,Champions League
Octavos de final (vuelta),15/3/2016,Atletico de Madrid,0,0,PSV,Champions League
Octavos de final (vuelta),16/3/2016,Barcelona,3,1,Arsenal,Champions League
Octavos de final (vuelta),16/3/2016,Bayern Munich,4,2,Juventus,Champions League
Cuartos de final (ida),5/4/2016,Bayern Munich,1,0,Benfica,Champions League
Cuartos de final (ida),5/4/2016,Barcelona,2,1,Atletico de Madrid,Champions League
Cuartos de final (ida),6/4/2016,Wolfsburg,2,0,Real Madrid,Champions League
Cuartos de final (ida),6/4/2016,PSG,2,2,Manchester City,Champions League
Cuartos de final (vuelta),12/4/2016,Manchester City,1,0,PSG,Champions League
Cuartos de final (vuelta),12/4/2016,Real Madrid,3,0,Wolfsburg,Champions League
Cuartos de final (vuelta),13/4/2016,Atletico de Madrid,2,0,Barcelona,Champions League
Cuartos de final (vuelta),13/4/2016,Benfica,2,2,Bayern Munich,Champions League
Semifinal (ida),26/4/2016,Manchester City,0,0,Real Madrid,Champions League
Semifinal (ida),27/4/2016,Atletico de Madrid,1,0,Bayern Munich,Champions League
Semifinal (vuelta),3/5/2016,Bayern Munich,2,1,Atletico de Madrid,Champions League
Semifinal (vuelta),4/5/2016,Real Madrid,1,0,Manchester City,Champions League
Final,28/5/2016,Real Madrid,1(5),1(3),Atletico de Madrid,Champions League
